"tree_Id","tree_desc","is_fertilised","is_watered","species_id","tree_location_id","location_type","degree_of_slope","aspect","distance_from_water","date_of_addition","tree_code_sms","deleted","added_by_user_id"
"1028","This is dummy text1","1","1","1047","0","Farmland","26","SouthWest","25","2010-06-01 00:00:00",,"1",NULL
"1027",,"1","1","1047","0","Campus","50","NorthEast","25","2010-06-07 00:00:00",,"1",NULL
"1029","This is dummy text for wood apple..","1","1","1153","0","Garden/Park","49","NorthEast","33","2010-06-21 00:00:00",,"1",NULL
"1026","Dummy Text","1","1","1160","0","Avenue","50","SouthWest","33","2010-06-30 00:00:00",,"1",NULL
"1025","Dummy text","1","1","1028","0","Garden/Park","49","NorthWest","25","2010-07-01 00:00:00",,"1",NULL
"1030","Enter your comments here
its the rainy season here but still it is having beautiful flowers.which started in the summer ,march-april 
      As its local name is april fool...its amazing to seeit flowering now days...only change is that in summer there is only flowers on the tree but now flower with leaves","1","2","1030","0","Campus","20","SouthEast","15","2010-07-07 00:00:00",,"1",NULL
"1031","Enter your comments here
","0","0","1093","462","Choose",NULL,"North",NULL,"2010-07-08 00:00:00",,"1",NULL
"1039","this is dummy text
","1","1","1009","0","Avenue","0","SouthEast","0","2010-07-18 00:00:00",,"1",NULL
"1032","Enter your comments here
","0","0","1090","463","Choose",NULL,"North",NULL,"2010-07-10 00:00:00",,"1",NULL
"1033","Enter your comments here
","0","0","1002","0","Avenue",NULL,"North",NULL,"2010-07-10 00:00:00",,"1",NULL
"1034","Large Pongamia on East edge of park
","2","1","1066","465","Garden/Park",NULL,"North",NULL,"2012-11-16 02:37:41",,"0",NULL
"1035","Enter your comments here
","1","2","1035","466","Marsh",NULL,"East","30","2010-07-11 00:00:00",,"1",NULL
"1036","Enter your comments here
","0","0","1090","467","Choose",NULL,"North",NULL,"2010-07-12 00:00:00",,"1",NULL
"1037","Enter your comments here
","1","1","1052","468","Garden/Park",NULL,"West","3","2010-07-12 00:00:00",,"1",NULL
"1038","Enter your comments here
","2","1","1079","469","Other",NULL,"North",NULL,"2010-07-18 00:00:00",,"1",NULL
"1040","this is dummy text","1","1","1005","471","Garden/Park","36","NorthWest","45","2010-07-20 00:00:00",,"1",NULL
"1041",,"0","0","1082","472","Choose",NULL,"North",NULL,"2010-07-20 00:00:00",,"1",NULL
"1042","Enter your comments here
","1","2","1035","0","Campus",NULL,"North",NULL,"2010-07-20 00:00:00",,"1",NULL
"1043","this is dummy text","1","1","1002","0","Garden/Park","36","East","45","2010-07-22 00:00:00",,"1",NULL
"1044","Enter your comments here
","0","0","1011","477","Campus",NULL,"North",NULL,"2010-07-22 00:00:00",,"1",NULL
"1045",,"0","0","1100","480","Choose",NULL,"North",NULL,"2010-07-26 00:00:00",,"1",NULL
"1046","this is dummy text","1","1","1000","482","Avenue","44","NorthEast","45","2010-07-26 00:00:00",,"1",NULL
"1047","Enter your comments here
","1","2","1009","483","Forest","4","East","5","2010-07-26 00:00:00",,"1",NULL
"1048"," ","0","0","1021","484","Choose",NULL,"North",NULL,"2010-07-29 00:00:00",,"1",NULL
"1049",,"0","0","1050","485","Choose",NULL,"North",NULL,"2010-08-01 00:00:00",,"1",NULL
"1050",,"0","0","1009","486","Choose",NULL,"North",NULL,"2010-08-01 00:00:00",,"1",NULL
"1051","this is dummy text","1","1","1094","0","Garden/Park","44","SouthWest","33","2010-08-03 00:00:00",,"1",NULL
"1052",,"0","0","1059","488","Choose",NULL,"North",NULL,"2010-08-03 00:00:00",,"1",NULL
"1053",,"0","0","1000","489","Choose",NULL,"North",NULL,"2010-08-03 00:00:00",,"1",NULL
"1054",,"0","0","1003","490","Choose",NULL,"North",NULL,"2010-08-03 00:00:00",,"1",NULL
"1055",,"0","0","1000","490","Choose",NULL,"North",NULL,"2010-08-03 00:00:00",,"1",NULL
"1056",,"0","0","1000","490","Choose",NULL,"North",NULL,"2010-08-03 00:00:00",,"1",NULL
"1057","fghgf","1","1","1004","0","Farmland","0","East","22","2010-08-03 00:00:00",,"1",NULL
"1058",,"0","0","1008","491","Choose",NULL,"North",NULL,"2010-08-03 00:00:00",,"1",NULL
"1059",,"0","0","1002","491","Choose",NULL,"North",NULL,"2010-08-03 00:00:00",,"1",NULL
"1060",,"0","0","0","491","Choose",NULL,"North",NULL,"2010-08-03 00:00:00",,"1",NULL
"1061",,"0","0","0","491","Choose",NULL,"North",NULL,"2010-08-03 00:00:00",,"1",NULL
"1062",,"0","0","0","491","Choose",NULL,"North",NULL,"2010-08-03 00:00:00",,"1",NULL
"1063",,"0","0","0","491","Choose",NULL,"North",NULL,"2010-08-03 00:00:00",,"1",NULL
"1064",,"0","0","0","491","Choose",NULL,"North",NULL,"2010-08-03 00:00:00",,"1",NULL
"1065",,"0","0","0","491","Choose",NULL,"North",NULL,"2010-08-03 00:00:00",,"1",NULL
"1066",,"0","0","0","491","Choose",NULL,"North",NULL,"2010-08-03 00:00:00",,"1",NULL
"1067",,"0","0","1154","0","Choose",NULL,"North",NULL,"2010-08-04 00:00:00",,"1",NULL
"1068",,"0","0","0","491","Choose",NULL,"North",NULL,"2010-08-04 00:00:00",,"1",NULL
"1069",,"0","0","0","492","Choose",NULL,"North",NULL,"2010-08-04 00:00:00",,"1",NULL
"1070",,"0","0","0","493","Choose",NULL,"North",NULL,"2010-08-04 00:00:00",,"1",NULL
"1071",,"0","0","0","494","Choose",NULL,"North",NULL,"2010-08-04 00:00:00",,"1",NULL
"1072",,"0","0","0","494","Choose",NULL,"North",NULL,"2010-08-04 00:00:00",,"1",NULL
"1073",,"0","0","0","494","Choose",NULL,"North",NULL,"2010-08-04 00:00:00",,"1",NULL
"1074",,"0","0","0","494","Choose",NULL,"North",NULL,"2010-08-04 00:00:00",,"1",NULL
"1075",,"0","0","1018","494","Choose",NULL,"North",NULL,"2010-08-04 00:00:00",,"1",NULL
"1076","This is dummy text","1","1","1063","0","Campus","22","NorthEast","25","2010-08-04 00:00:00",,"1",NULL
"1077",,"0","0","1018","494","Choose",NULL,"North",NULL,"2010-08-04 00:00:00",,"1",NULL
"1078",,"0","0","1018","494","Choose",NULL,"North",NULL,"2010-08-04 00:00:00",,"1",NULL
"1079",,"0","0","1048","494","Choose",NULL,"North",NULL,"2010-08-04 00:00:00",,"1",NULL
"1080",,"0","0","1000","494","Choose",NULL,"North",NULL,"2010-08-04 00:00:00",,"1",NULL
"1081",,"0","0","1000","494","Choose",NULL,"North",NULL,"2010-08-04 00:00:00",,"1",NULL
"1082",,"0","0","1002","495","Choose",NULL,"North",NULL,"2010-08-04 00:00:00",,"1",NULL
"1083",,"1","1","0","497","Garden/Park","35","North","33","2010-08-04 00:00:00",,"1",NULL
"1084",,"1","1","0","0","Forest","33","North","33","2010-08-04 00:00:00",,"1",NULL
"1085",,"1","1","0","0","Garden/Park","11","North","11","2010-08-04 00:00:00",,"1",NULL
"1086",,"1","1","1040","3159","Avenue","30","North","30","2014-03-21 01:59:12",,"1",NULL
"1087","dummy content comes here","1","1","1028","4321","Roadside","44","SouthEast","30","2015-12-08 01:15:07",,"1",NULL
"1088","dummy text","1","1","1001","3143","Farmland","44","South","30","2013-07-03 04:37:45",,"1",NULL
"1089","22","1","1","1079","3158","Avenue","22","NorthWest","22","2013-07-14 22:52:31",,"1",NULL
"1090","this sid ummy text","1","1","1042","0","Forest","66","SouthEast","77","2010-08-08 00:00:00",,"1",NULL
"1091",,"0","0","1003","505","Garden/Park",NULL,"North",NULL,"2010-08-09 00:00:00",,"1",NULL
"1092",,"0","0","1080","506","Choose",NULL,"North",NULL,"2010-08-09 00:00:00",,"1",NULL
"1093","dummy content","1","2","1010","507","Garden/Park","66","NorthEast","77","2010-08-10 00:00:00",,"1",NULL
"1094",,"0","0","1100","508","Choose",NULL,"North",NULL,"2010-08-12 00:00:00",,"1",NULL
"1095","the tree is on a flat road, and not immediately surrounded by asphalt. asphalt is around 2 feet away from the road. a regular stray tree that doesnt not flower or fruit at all.","2","2","1094","510","Avenue","10","NorthEast","5","2010-08-13 00:00:00",,"1",NULL
"1096",,"0","0","1043","512","Choose",NULL,"North",NULL,"2010-08-18 00:00:00",,"1",NULL
"1097","dummy","1","1","1013","513","Forest","33","NorthWest","33","2010-08-18 00:00:00",,"1",NULL
"1098",,"0","0","1029","514","Plantation",NULL,"North",NULL,"2010-09-29 00:00:00",,"1",NULL
"1099",,"0","0","1030","515","Avenue",NULL,"North",NULL,"2010-10-02 00:00:00",,"1",NULL
"1100",,"0","0","1011","0","Choose",NULL,"North",NULL,"2010-10-13 00:00:00",,"1",NULL
"1101",,"1","2","1081","518","Farmland",NULL,"North",NULL,"2010-10-20 00:00:00",,"1",NULL
"1104",,"0","0","1081","521","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1103",,"0","0","1081","520","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1102",,"0","0","1081","519","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1105",,"0","0","1081","522","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1106",,"0","0","1081","523","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1107",,"0","0","1081","524","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1108",,"0","0","1081","525","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1109",,"0","0","1081","526","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1110",,"0","0","1081","527","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1111",,"0","0","1081","528","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1112",,"0","0","1081","529","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1113",,"0","0","1081","530","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1114",,"0","0","1081","531","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1115",,"0","0","1081","532","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1116",,"0","0","1081","533","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1117",,"0","0","1081","534","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1118",,"0","0","1081","535","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1119",,"0","0","1081","536","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1120",,"0","0","1081","537","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1121",,"0","0","1081","538","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1122",,"0","0","1081","539","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1123",,"0","0","1081","540","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1124",,"0","0","1081","541","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1125",,"0","0","1081","542","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1126",,"0","0","1081","543","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1127",,"0","0","1081","544","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1128",,"0","0","1081","545","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1129",,"0","0","1081","546","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1130",,"0","0","1081","547","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1131",,"0","0","1081","548","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1132",,"0","0","1081","549","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1133",,"0","0","1081","550","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1134",,"0","0","1081","551","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1135",,"0","0","1081","552","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1136",,"0","0","1081","553","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1137",,"0","0","1081","554","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1138",,"0","0","1081","555","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1139",,"0","0","1081","556","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1140",,"0","0","1081","557","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1141",,"0","0","1081","558","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1142",,"0","0","1081","559","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1143",,"0","0","1061","560","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1144",,"0","0","1061","561","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1145",,"0","0","1061","562","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1146",,"0","0","1061","563","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1147",,"0","0","1061","564","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1148",,"0","0","1061","565","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1149",,"0","0","1061","566","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1150",,"0","0","1061","567","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1151",,"0","0","1061","568","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1152",,"0","0","1061","569","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1153",,"0","0","1061","570","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1154",,"0","0","1061","571","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1155",,"0","0","1061","572","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1156",,"0","0","1061","573","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1157",,"0","0","1061","574","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1158",,"0","0","1061","575","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1159",,"0","0","1061","576","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1160",,"0","0","1061","577","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1161",,"0","0","1061","578","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1162",,"0","0","1061","579","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1163",,"0","0","1061","580","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1164",,"0","0","1061","581","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1165",,"0","0","1061","582","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1166",,"0","0","1061","583","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1167",,"0","0","1061","584","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1168",,"0","0","1061","585","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1169",,"0","0","1061","586","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1170",,"0","0","1061","587","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1171",,"0","0","1061","588","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1172",,"0","0","1061","589","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1173",,"0","0","1061","590","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1174",,"0","0","1061","591","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1175",,"0","0","1061","592","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1176",,"0","0","1061","593","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1177",,"0","0","1061","594","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1178",,"0","0","1061","595","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1179",,"0","0","1061","596","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1180",,"0","0","1061","597","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1181",,"0","0","1061","598","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1182",,"0","0","1061","599","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1183",,"0","0","1011","600","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1184",,"0","0","1011","601","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1185",,"0","0","1011","602","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1186",,"0","0","1011","603","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1187",,"0","0","1011","604","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1188",,"0","0","1011","605","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1189",,"0","0","1011","606","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1190",,"0","0","1011","607","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1191",,"0","0","1011","608","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1192",,"0","0","1011","609","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1193",,"0","0","1011","610","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1194",,"0","0","1011","611","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1195",,"0","0","1011","612","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1196",,"0","0","1011","613","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1197",,"0","0","1011","614","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1198",,"0","0","1011","615","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1199",,"0","0","1011","616","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1200",,"0","0","1011","617","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1201",,"0","0","1011","618","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1202",,"0","0","1011","619","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1203",,"0","0","1011","620","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1204",,"0","0","1011","621","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1205",,"0","0","1011","622","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1206",,"0","0","1011","623","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1207",,"0","0","1011","624","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1208",,"0","0","1011","625","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1209",,"0","0","1011","626","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1210",,"0","0","1011","627","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1211",,"0","0","1011","628","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1212",,"0","0","1011","629","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1213",,"0","0","1011","630","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1214",,"0","0","1011","631","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1215",,"0","0","1011","632","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1216",,"0","0","1011","633","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1217",,"0","0","1011","634","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1218",,"0","0","1011","635","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1219",,"0","0","1011","636","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1220",,"0","0","1011","637","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1221",,"0","0","1011","638","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1222",,"0","0","1011","639","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1223",,"0","0","1073","640","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1224",,"0","0","1073","641","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1225",,"0","0","1073","642","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1226",,"0","0","1073","643","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1227",,"0","0","1073","644","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1228",,"0","0","1073","645","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1229",,"0","0","1073","646","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1230",,"0","0","1073","647","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1231",,"0","0","1073","648","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1232",,"0","0","1073","649","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1233",,"0","0","1073","650","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1234",,"0","0","1073","651","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1235",,"0","0","1073","652","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1236",,"0","0","1073","653","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1237",,"0","0","1073","654","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1238",,"0","0","1073","655","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1239",,"0","0","1073","656","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1240",,"0","0","1073","657","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1241",,"0","0","1073","658","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1242",,"0","0","1073","659","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1243",,"0","0","1073","660","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1244",,"0","0","1073","661","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1245",,"0","0","1073","662","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1246",,"0","0","1073","663","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1247",,"0","0","1073","664","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1248",,"0","0","1073","665","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1249",,"0","0","1073","666","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1250",,"0","0","1073","667","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1251",,"0","0","1073","668","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1252",,"0","0","1073","669","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1253",,"0","0","1073","670","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1254",,"0","0","1073","671","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1255",,"0","0","1073","672","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1256",,"0","0","1073","673","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1257",,"0","0","1073","674","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1258",,"0","0","1073","675","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1259",,"0","0","1073","676","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1260",,"0","0","1073","677","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1261",,"0","0","1073","678","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1262",,"0","0","1073","679","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1263",,"0","0","1073","680","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1264",,"0","0","1073","681","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1265",,"0","0","1073","682","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1266",,"0","0","1073","683","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1267",,"0","0","1073","684","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1268",,"0","0","1030","685","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1269",,"0","0","1030","686","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1270",,"0","0","1030","687","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1271",,"0","0","1030","688","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1272",,"0","0","1030","689","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1273",,"0","0","1030","690","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1274",,"0","0","1030","691","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1275",,"0","0","1030","692","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1276",,"0","0","1030","693","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1277",,"0","0","1030","694","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1278",,"0","0","1030","695","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1279",,"0","0","1030","696","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1280",,"0","0","1030","697","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1281",,"0","0","1030","698","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1282",,"0","0","1030","699","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1283",,"0","0","1030","700","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1284",,"0","0","1030","701","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1285",,"0","0","1030","702","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1286",,"0","0","1030","703","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1287",,"0","0","1030","704","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1288",,"0","0","1030","705","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1289",,"0","0","1030","706","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1290",,"0","0","1030","707","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1291",,"0","0","1030","708","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1292",,"0","0","1030","709","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1293",,"0","0","1030","710","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1294",,"0","0","1030","711","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1295",,"0","0","1030","712","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1296",,"0","0","1030","713","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
"1297",,"0","0","1030","714","Scrub forest","0",,"0","2010-10-27 00:00:00",,"0",NULL
